"3037","Christ the King Catholic School","227 Thomas Ave","Wallaceburg","N8A2B9","St Clair CDSB","697567",,,"Yes
","0"
"3038","H W Burgess Public School","140 Lawrence Ave","Wallaceburg","N8A2B3","Lambton Kent DSB","237329","Yes",,"
","0"
"3039","Holy Family Catholic School","649 Murray St","Wallaceburg","N8A1W1","St Clair CDSB","715492",,,"Yes
","0"
"3040","St. Elizabeth Public School","1350 Bertha St","Wallaceburg","N8A3K4","St Clair CDSB","788813","Yes",,"
","0"
"3041","Wallaceburg District Secondary School","920 Elgin St","Wallaceburg","N8A3E1","Lambton Kent DSB","950521","Yes",,"
","0"
"3042","Percy Centennial Public School","129 Church St","Warkworth","K0K3K0","Kawartha Pine Ridge DSB","439983","Yes",,"
","0"
"3043","Warminster Elementary School","4031 Line 13 N","Warminster","L0K2G0","Simcoe County DSB","357316","Yes",,"
","0"
"3044","Warsaw Public School","975 English Line","Warsaw","K0L3A0","Kawartha Pine Ridge DSB","587150","Yes",,"
","0"
"3045","St. Noel Chabanel Catholic School","425 Ramblewood Dr","Wasaga","L0L2P0","Simcoe Muskoka CDSB","837199","Yes",,"
","0"
"3046","Birchview Dunes School","1315 River Rd W","Wasaga Beach","L9Z2A9","Simcoe County DSB","32298","Yes",,"
","0"
"3047","Worsley Elementary Public School","31 40th St S","Wasaga Beach","L0L2P0","Simcoe County DSB","429619","Yes",,"
","0"
"3048","Rama Central public School","7269 County Rd 169 RR 1","Washago","L0K4E0","Simcoe County DSB","472360","Yes",,"
","0"
"3049","Bloomsburg Public School","25 Concession 12 Rd 3","Waterford","N0E1Y0","Grand Erie DSB","521116","Yes",,"Yes
","0"
"3050","Boston Public School","2993 Cockshutt Rd RR 1","Waterford","N0E1Y0","Grand Erie DSB","403466","Yes",,"
","0"
"3051","St. Bernard of Clairvaux","250 Washington St","Waterford","N0E1Y0","Brant Haldimand Norfolk CDSB","779067","Yes",,"
","0"
"3052","Turning Point - Waterford","227 Main St S","Waterford","N0E1Y0","Grand Erie DSB","950785","Yes","Yes","
","0"
"3053","Waterford District High School (SE)","227 Main St S","Waterford","N0E1Y0","Grand Erie DSB","950785","Yes",,"
","0"
"3054","Waterford Public School","100 East Church St","Waterford","N0E1Y0","Grand Erie DSB","1899",,,"Yes
","0"
"3055","Centennial Public School - Waterloo","141 Amos Ave","Waterloo","N2L2W8","Waterloo Region DSB","90220","Yes",,"
","0"
"3056","Bluevale Collegiate Collegiate Institute","80 Bluevale St N","Waterloo ","N2J3R5","Waterloo Region DSB","895458","Yes",,"
","0"
"3057","Bridgeport Public School","59 Bridge St W","Waterloo ","N0B2T0","Waterloo Region DSB","61697","Yes",,"
","0"
"3058","Sir Edgar Bauer Catholic School","660 Glen Forest Blvd","Waterloo ","N2L4K2","Waterloo CDSB","764450","Yes",,"
","0"
"3059","Sir John A MacDonald Secondary School (lunch)","650 Laurelwood Dr","Waterloo ","N2V2V1","Waterloo Region DSB","942006","Yes",,"
","0"
"3060","Cedarbrae Public School","230 Cedarbrae Ave","Waterloo  ","N2L4S7","Waterloo Region DSB","89699","Yes",,"
","0"
"3061","Cedarbrae Public School (Snack)","230 Cedarbrae Ave","Waterloo  ","N2L4S7","Waterloo Region DSB","89699","Yes",,"
","0"
"3062","Holy Rosary Catholic School","485 Thorndale Dr","Waterloo  ","N2T1W5","Waterloo CDSB","718920","Yes",,"
","0"
"3063","Lincoln Heights Public School (Breakfast)","270 Quickfall Dr","Waterloo  ","N2J3S9","Waterloo Region DSB","313246","Yes",,"
","0"
"3064","Lincoln Heights Public School (Snack)","270 Quickfall Dr","Waterloo  ","N2J3S9","Waterloo Region DSB","313246","Yes",,"
","0"
"3065","MacGregor Senior Public School","32 Central St","Waterloo  ","N2L3A6","Waterloo Region DSB","327930","Yes",,"
","0"
"3066","Mary Johnston Public School","475 Brynhurst Blvd","Waterloo  ","N2T2T6","Waterloo Region DSB","345997","Yes",,"
","0"
"3067","Resurrection Catholic Secondary School  (Breakfast)","455 University Ave W","Waterloo  ","N2N3B9","Waterloo CDSB","753009","Yes",,"
","0"
"3068","Resurrection Catholic Secondary School  (Snack)","455 University Ave W","Waterloo  ","N2N3B9","Waterloo CDSB","753009","Yes",,"
","0"
"3069","Sandowne Public School","265 Sandowne Dr","Waterloo  ","N2C2R5","Waterloo Region DSB","497800","Yes",,"
","0"
"3070","St. Agnes Catholic School","254 Neilson Ave","Waterloo  ","N2J2M3","Waterloo CDSB","765678","Yes",,"
","0"
"3071","St. Agnes Catholic School - Summer School","254 Neilson Ave","Waterloo  ","N2J2M3","Waterloo CDSB","765678","Yes",,"
","0"
"3072","St. David Catholic Secondary School","4 High St","Waterloo  ","N2L3X5","Waterloo CDSB","786217","Yes",,"
","0"
"3073","Waterloo Collegiate Institute","300 Hazel St","Waterloo  ","N2L3P2","Waterloo Region DSB","950912","Yes",,"
","0"
"3074","Westvale Public School","265 Westvale Dr","Waterloo  ","N2T2B2","Waterloo Region DSB","602906","Yes",,"
","0"
"3075","Westvale Public School (Snack)","265 Westvale Dr","Waterloo  ","N2T2B2","Waterloo Region DSB","602906","Yes",,"
","0"
"3076","Winston Churchill Public School","100 Milford Ave","Waterloo  ","N2C3Z3","Waterloo Region DSB","615889","Yes",,"
","0"
"3077","East Lambton Elementary School","139 Centennial Ave","Watford","N0M2S0","Lambton Kent DSB","587281","Yes",,"
","0"
"3078","E Saint-Joseph (Wawa)","101 Churchill avenue","Wawa","P0S1K0","CSDC du Nouvel-Ontario","809390","Yes"," "," 
","0"
"3079","Ecole publique l'Escalade","52 Winston ch","Wawa","P0S1K0","CSD du Grand Nord de l'Ontario","25977","Yes"," "," 
","0"
"3080","ES C Saint-Joseph","101 Churchill avenue","Wawa","P0S1K0","CSDC du Nouvel-Ontario","701700","Yes"," "," 
","0"
"3081","Michipicoten High School","86 Magpie Rd","Wawa","P0S1K0","Algoma DSB","926086","Yes"," "," 
","0"
"3082","Sir James Dunn Public School","36 McKinley Ave","Wawa","P0S1K0","Algoma DSB","515396","Yes"," "," 
","0"
"3083","St Joseph French Immersion Catholic School","2 Arnott St","Wawa","P0S1K0","Huron-Superior CDSB","731870","Yes"," "," 
","0"
"3084","Webbwood PS","6 Minto","Webbwood","P0P2G0","Rainbow DSB","590924","Yes",,"Yes
","0"
"3085","Centennial","240 Thorold Rd","Welland","L3C3W2","DSB Niagara","947180","Yes",,"
","0"
"3086","Champlain","101 Afton av","Welland","L3B1W1","CS Viamonde","4367","Yes",,"
","0"
"3087","Diamond Trail Breakfast","315 Southworth Street","Welland","L3B1Z8","DSB Niagara","1793","Yes",,"
","0"
"3088","Diamond Trail EMM","315 Southworth Street","Welland","L3B1Z8","DSB Niagara","1793","Yes",,"
","0"
"3089","Eastdale BK","170 Wellington St","Welland","L3B1B3","DSB Niagara","906972","Yes","Yes","
","0"
"3090","Eastdale Pathways - Second Chance - Connect","240 Thorold Rd","Welland","L3B3Z7","DSB Niagara","947180","Yes","Yes","Yes
","0"
"3091","Ecole Secondaire Confederation","670 Tanguay avenue","Welland","L3B4G2","CS Viamonde","907553","Yes",,"
","0"
"3092","First Chance Pathways-Eastdale - Engage","240 Thorold Rd","Welland","L3B3W3","DSB Niagara","947180","Yes","Yes","Yes
","0"
"3093","Glendale","24 Farnham Ave","Welland","L3C3R1","DSB Niagara","218600","Yes",,"
","0"
"3094","Gordon Public School","468 Thorold Rd W","Welland","L3C3W6","DSB Niagara","221856",,,"Yes
","0"
"3095","Jean Vanier Secondaire","620 River Chemin","Welland","L3B5N4","CSDC Centre-Sud","782017","Yes",,"
","0"
"3096","Notre Dame High School","64 Smith St","Welland","L3C4H4","Niagara CDSB","740195","Yes","Yes","
","0"
"3097","Plymouth","111 First St","Welland","L3B4S1","DSB Niagara","449350","Yes",,"
","0"
"3098","Princess Elizabeth BK","330 Scholfield Ave S","Welland","L3B1P2","DSB Niagara","457540","Yes",,"Yes
","0"
"3099","Quaker","333 Quaker Rd","Welland","L2G3G7","DSB Niagara","461415","Yes",,"
","0"
"3100","Rose City Bridge - Eastdale","170 Wellington St","Welland","L3B1B3","DSB Niagara","906972","Yes","Yes","Yes
","0"
"3101","Ross School Breakfast","358 Niagara St","Welland","L3C1K9","DSB Niagara","491861","Yes",,"
","0"
"3102","Saint Francois d Assise","58 Empress avenue","Welland","L3B1K9","CSDC Centre-Sud","815640","Yes",,"
","0"
"3103","St. Andrew","16 St Andrews Street","Welland","L3B1E1","Niagara CDSB","768928","Yes",,"
","0"
"3104","St. AugustineEMM","300 Santone Ave","Welland","L3C2J8","Niagara CDSB","775550","Yes",,"
","0"
"3105","St. Mary - Welland","120 Plymouth Rd","Welland","L2B3C7","Niagara CDSB","827819","Yes",,"
","0"
"3106","Wellesley Public School","1059 Queen's Bush Rd","Welleley  ","N0B2T0","Waterloo Region DSB","591955","Yes",,"
","0"
"3107","E Elem C Saint-Joseph (Wendover)","3250 Principale rue","Wendover","K0A3K0","CSDC de l'Est ontarien","813257","Yes",,"Yes
","0"
"3108","Maplewood S.S.","120 Galloway Rd","West Hill","M1E1W7","Toronto DSB","924695","Yes"," "," 
","0"
"3109","West Elgin Secondary School","139 Graham St","West Lorne","N0L2P0","Thames Valley DSB","951439","Yes",,"
","0"
"3110","Our Lady of Grace Sep S","52 Grace St","Westmeath","K0J2L0","Renfrew County CDSB","744654","Yes"," ","Yes
","0"
"3111","Rideau Vista PS","9921 County Road #42 RR 2","Westport","K0G1X0","Upper Canada DSB","483834","Yes",,"
","0"
"3112","St Edward's S","51 Bedford St","Westport","K0G1X0","CDSB of Eastern Ontario","788686","Yes",,"
","0"
"3113","East Mersea Public School","547 Mersea Rd 21 RR 2","Wheatley","N0P2P0","Greater Essex County DSB","362379","Yes",,"
","0"
"3114","Wheatley Area Public School","226 Erie St N","Wheatley","N0P2P0","Lambton Kent DSB","604054","Yes",,"
","0"
"3115","All Saints Catholic Secondary School","3001 Country Lane","Whitby","L1P1M1","Durham CDSB","685984","Yes",,"
","0"
"3116","Anderson C.V.I","400 Anderson St","Whitby","L1N3V6","Durham DSB","892025","Yes",,"
","0"
"3117","Bellwood Public School","30 Bellwood Dr","Whitby","L1N8M4","Durham DSB","42269",,,"Yes
","0"
"3118","C.E. Broughton Public School","80 Crawforth St","Whitby","L1N9L6","Durham DSB","72907",,,"Yes
","0"
"3119","Donald A. Wilson Secondary School","681 Rossland Rd. W","Whitby","L1P1Y1","Durham DSB","904392","Yes",,"
","0"
"3120","Father Donald MacLellan Catholic Secondary school-whitby campus- Reconnect Program","1500 HOPKINS ST","Whitby","L1N2C5","Durham CDSB","682867","Yes","Yes","Yes
","0"
"3121","Father Leo J Austin Catholic Secondary School","1020 Dryden Blvd","Whitby","L1R2A2","Durham CDSB","710083","Yes",,"Yes
","0"
"3122","Henry Street High School","600 Henry St","Whitby","L9P1R1","Durham DSB","916331","Yes",,"
","0"
"3123","Sinclair Secondary School","380 Taunton Rd E","Whitby","L1R2K5","Durham DSB","941603","Yes",,"
","0"
"3124","Sir Samuel Steele Public School","55 Bakerville St","Whitby","L1R2K4","Durham DSB","520225",,,"Yes
","0"
"3125","Sir William Stephenson P.S.","1125 Athol Street","Whitby","L1N4A6","Durham DSB","622044",,,"Yes
","0"
"3126","St. Bernard Catholic School","1000 Dryden Blvd","Whitby","L1R2A2","Durham CDSB","762083",,,"Yes
","0"
"3127","St. Marguerite d'Youville Catholic School","250 Michael Blvd","Whitby","L1N6B1","Durham CDSB","730718","Yes",,"
","0"
"3128","St. Theresa Catholic School","173 Crawforth St","Whitby","L1N3S4","Durham CDSB","852902","Yes",,"Yes
","0"
"3129","West Lynde Public School","270 Michael Blvd","Whitby","L1N6B1","Durham DSB","325635","Yes",,"
","0"
"3130","St Basil's Catholic School","300 Spruce St","White River","P0M3G0","Huron-Superior CDSB","776335","Yes"," ","Yes  
","0"
"3131","R. H. Murray PS","3 Henry St RR 1","Whitefish","P0M3E0","Rainbow DSB","136964","Yes",," 
","0"
"3132","Whitney PS","6 Galeairy Lake Road","Whitney","K0J2M0","Renfrew County DSB","605492","Yes"," "," 
","0"
"3133","Peninsula Shores District School (Elementary Program)","115 George St","Wiarton","N0H2T0","Bluewater DSB","605743","Yes",,"
","0"
"3134","Peninsula Shores District Secondary School (Secondary Program)","115 George St","Wiarton","N0H2T0","Bluewater DSB","953253","Yes",,"
","0"
"3135","Wilberforce Elementary School","1011 School Rd","Wilberforce","K0L3C0","Trillium Lakelands DSB","606138","Yes",,"
","0"
"3136","Charlottenburgh and Lancaster DHS","19743 John St","Williamstown","K0C2J0","Upper Canada DSB","897876","Yes",,"
","0"
"3137","Iona Academy","20019 Kings Road 2","Williamstown","K0C2J0","CDSB of Eastern Ontario","696269","Yes",,"
","0"
"3138","Williamstown PS","19754 County Road 17","Williamstown","K0C2J0","Upper Canada DSB","609285","Yes",,"
","0"
"3139","Winchester PS","547 Louise Street South","Winchester","K0C2K0","Upper Canada DSB","613150","Yes",,"
","0"
"3140","Assumption College","1100 Huron Church Rd","Windsor","N9C2K7","Windsor-Essex CDSB","688363","Yes",,"
","0"
"3141","Assumption College Secondary School ","1100 Huron Church Rd","Windsor","N9C1B1","Windsor-Essex CDSB","688363","Yes",,"
","0"
"3142","Catholic Central High School","441 Tecumseh Rd E","Windsor","N8X2R7","Windsor-Essex CDSB","700088","Yes",,"
","0"
"3143","Christ the King ","1200 Grand Marais Rd W","Windsor","N9E1C9","Windsor-Essex CDSB","697168","Yes",,"
","0"
"3144","Coronation Elementary","5400 Coronation Dr","Windsor","N8T1B1","Greater Essex County DSB","123838","Yes",,"
","0"
"3145","Corpus Christi Catholic Middle School","910 Raymo Road","Windsor","N8Y4A6","Windsor-Essex CDSB","689622","Yes",,"
","0"
"3146","David Maxwell Public School","1648 Francois Rd","Windsor","N8Y4L9","Greater Essex County DSB","134880","Yes",,"
","0"
"3147","Dougall Avenue Elementary","811 Dougall Ave","Windsor","N9A4R2","Greater Essex County DSB","142948","Yes",,"
","0"
"3148","Dr. David Suzuki Public School","6320 RAYMOND AVE","Windsor","N8S1Z9","Greater Essex County DSB","590984","Yes",,"
","0"
"3149","E Elem L'Envolee","1799 Ottawa rue","Windsor","N8Y1R4","CS Viamonde","165395","Yes",,"
","0"
"3150","E Elem Michel - Gratton","1775 TOTTEN ST","Windsor","N9B1X4","CS Viamonde","298572","Yes",,"
","0"
"3151","Eastwood Public School","3555 Forest Glade Dr","Windsor","N8R1X8","Greater Essex County DSB","164690","Yes",,"
","0"
"3152","Ecole Elementaire Louise Charron","2520 Cabana rue","Windsor","N9G1E5","CS Viamonde","480785","Yes",,"
","0"
"3153","F.J. Brennan Secondary School","910 Raymo Rd","Windsor","N8Y4A6","Windsor-Essex CDSB","706523","Yes",,"
","0"
"3154","F.W Begley Public School","1093 Assumption St","Windsor","N9A3C5","Greater Essex County DSB","203009","Yes",,"
","0"
"3155","Ford City Public School","4195 Milloy Blvd","Windsor","N8Y2C2","Greater Essex County DSB","222119","Yes",,"
","0"
"3156","Forest Glade Public School","9485 Esplanade Dr","Windsor","N8R1J5","Greater Essex County DSB","201391","Yes",,"
","0"
"3157","General Brock Elementary School","3312 Sandwich St","Windsor","N9C1B1","Greater Essex County DSB","211192","Yes",,"
","0"
"3158","Giles Campus French Immersion PS","874 Giles Blvd.","Windsor","N9A4E8","Greater Essex County DSB","34361","Yes",,"
","0"
"3159","H.J Lassaline Catholic Elementary","3145 Wildwood Dr","Windsor","N8R1Y1","Windsor-Essex CDSB","711454","Yes",,"
","0"
"3160","Herman Public School","1905 Bernard Rd","Windsor","N9W4P5","Greater Essex County DSB","440256","Yes",,"
","0"
"3161","Holy Names Secondary School","1400 Northwood","Windsor","N9E1A4","Windsor-Essex CDSB","715824",,,"Yes
","0"
"3162","Hon. W.C. Kennedy Collegiate Institute","245 Tecumseh Rd E","Windsor","N8X2R2","Greater Essex County DSB","917249",,,"Yes
","0"
"3163","Immaculate Conception Elementary School","465 Victoria Ave","Windsor","N9A3M7","Windsor-Essex CDSB","721735","Yes",,"
","0"
"3164","John Campbell Elementary School","1255 Tecumseh Rd. E.","Windsor","N8W1B7","Greater Essex County DSB","283347","Yes",,"
","0"
"3165","King Edward Elementary (Windsor)","853 Chilver Rd","Windsor","N8Y2K5","Greater Essex County DSB","294659","Yes",,"
","0"
"3166","M.S. Hetherington Elementary School","8800 Menard St","Windsor","N8S1W4","Greater Essex County DSB","327026","Yes",,"
","0"
"3167","Marlborough Public School","3557 Melbourne Rd","Windsor","N9C1Y6","Greater Essex County DSB","343536","Yes",,"
","0"
"3168","Northwood Public School","1100 Northwood Dr","Windsor","N9E1A3","Greater Essex County DSB","411787","Yes",,"
","0"
"3169","Our Lady of Perpetual Help Catholic School","775 Capitol St.","Windsor","N8X5E3","Windsor-Essex CDSB","747700","Yes",,"
","0"
"3170","Parkview PS","3070 Stillmeadow Rd","Windsor","N0R1N3","Greater Essex County DSB","435872","Yes",,"
","0"
"3171","Prince Edward Public School","949 Giles Blvd E","Windsor","N9A4G2","Greater Essex County DSB","454168","Yes",,"
","0"
"3172","Princess Elizabeth School","5399 Raymond Rd","Windsor","N8S1Z6","Greater Essex County DSB","457280","Yes",,"
","0"
"3173","Public Alternative Secondary School - PASS East Site","..","Windsor","N9B1P6","..","207","Yes",,"
","0"
"3174","Queen Victoria Elementary School","1376 Victoria Ave","Windsor","N8X1P1","Greater Essex County DSB","574155","Yes",,"
","0"
"3175","Riverside Secondary School","8465 Jerome St","Windsor","N8S1W8","Greater Essex County DSB","939218","Yes",,"
","0"
"3176","Roseland Elementary School","620 Cabana Rd E","Windsor","N9G1A4","Greater Essex County DSB","491217","Yes",,"
","0"
"3177","Roseville Elementary School","6265 Roseville Garden Dr","Windsor","N8T3B9","Greater Essex County DSB","491764","Yes",,"
","0"
"3178","Southwood Public School","1355 Cabana Rd W","Windsor","N9G1C3","Greater Essex County DSB","526703","Yes",,"
","0"
"3179","St. Angela Catholic School","816 Ellis St E","Windsor","N8X2H6","Windsor-Essex CDSB","769576","Yes",,"
","0"
"3180","St. Anne French Immersion Catholic","1140 Monmouth Rd","Windsor","N8Y3L9","Windsor-Essex CDSB","771392","Yes",,"
","0"
"3181","St. Bernard Catholic School","1847 Meldrum Rd","Windsor","N8W4E1","Windsor-Essex CDSB","778931","Yes",,"
","0"
"3182","St. Christopher Catholic School","1213 E C ROW AVE. E","Windsor","N8W1Y6","Windsor-Essex CDSB","783692","Yes",,"
","0"
"3183","St. Gabriel Catholic School","1400 Roselawn Dr","Windsor","N9E1L8","Windsor-Essex CDSB","793361","Yes",,"
","0"
"3184","St. James Catholic School","13 Chalk St","Windsor","N0K1W0","Huron Perth CDSB","763721","Yes",,"
","0"
"3185","St. John Vianney","8405 Cedarview St","Windsor","N8S1K9","Windsor-Essex CDSB","781533","Yes",,"
","0"
"3186","St. Joseph't Catholic School","2425 Clover Ave","Windsor","N8P2A3","Windsor-Essex CDSB","736163","Yes",,"
","0"
"3187","St. Jules Catholic School","1982 Norman Rd","Windsor","N8T1S2","Windsor-Essex CDSB","816639","Yes",,"
","0"
"3188","St. Michael's Adult High School","477 Detroit St.","Windsor","N9C2P6","Windsor-Essex CDSB","718018",,,"Yes
","0"
"3189","St. Rose Catholic Elementary School ","871 St Rose Ave.","Windsor","N8S1X4","Windsor-Essex CDSB","849910","Yes",,"
","0"
"3190","Vincent Massey Secondary","1800 Liberty St","Windsor","N9E1J2","Greater Essex County DSB","949612","Yes",,"
","0"
"3191","W F Herman Secondary School","1905 Bernard Rd","Windsor","N8W4P5","Greater Essex County DSB","950009","Yes",,"
","0"
"3192","W.J Langlois School","3110 Rivard Ave","Windsor","N8T2J2","Windsor-Essex CDSB","866008","Yes",,"
","0"
"3193","Walkerville Secondary School","2100 Richmond St","Windsor","N8Y1L4","Greater Essex County DSB","950394","Yes",,"
","0"
"3194","West Gate Public School","1275 Campbell","Windsor","N9B3M7","Greater Essex County DSB","147362","Yes",,"
","0"
"3195","Westview Freedom Academy","1375 California","Windsor","N9B2Z8","Greater Essex County DSB","918806","Yes",,"
","0"
"3196","William G. Davis Public School","2855 Rivard Avenue","Windsor","N8T2H9","Greater Essex County DSB","607541","Yes",,"
","0"
"3197","Windsor Regional Children's Centre","..","Windsor","N9C4H4","..","210","Yes",,"
","0"
"3198","COPE Wingham","..","Wingham","N0G2W0","..","409",,,"Yes
","0"
"3199","F E Madill SS ","231 Madill Dr","Wingham","N0G2W0","Avon Maitland DSB","953776","Yes",,"
","0"
"3200","F E Madill SS (grade 7&8)","231 Madill Drive","Wingham","N0G2W0","Avon Maitland DSB","181908",,,"Yes
","0"
"3201","Maitland River Elementary School Wingham","250 John St E","Wingham","N0G2W0","Avon Maitland DSB","517103","Yes",,"
","0"
"3202","Sacred Heart School","225 Cornyn St","Wingham","N0G2W0","Huron Perth CDSB","867985",,,"Yes
","0"
"3203","Blue Willow Public School","250 Blue Willow Dr","Woodbridge","L4G3H2","York Region DSB","55131",,,"Yes
","0"
"3204","Elder's Mills Public School","120 Napa Valley Drive","Woodbridge","L4H1L1","York Region DSB","270680",,,"Yes
","0"
"3205","Fossil Hill Public School","2 Firenza Rd","Woodbridge","L4H2P5","York Region DSB","54640",,,"Yes
","0"
"3206","Lorna Jackson Public School","589 Napa Valley Ave","Woodbridge","L4H1R1","York Region DSB","382809",,,"Yes
","0"
"3207","Pierre Berton P.S.","470 Via Campanile","Woodbridge","L4H1M4","York Region DSB","205611",,,"Yes
","0"
